INFO 2019-06-25 03:37:25,946 basehttp 124 "GET / HTTP/1.1" 200 1716
WARNING 2019-06-25 03:37:33,397 base 152 Not Found: /index.html
WARNING 2019-06-25 03:37:33,397 basehttp 124 "GET /index.html HTTP/1.1" 404 1958
WARNING 2019-06-25 03:37:53,376 basehttp 124 "GET /static/index.html HTTP/1.1" 404 1643
INFO 2019-06-25 03:38:05,510 basehttp 124 "GET /static/html/index.html HTTP/1.1" 200 6577
INFO 2019-06-25 03:38:05,522 basehttp 124 "GET /static/plugins/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29062
INFO 2019-06-25 03:38:05,523 basehttp 124 "GET /static/plugins/swiper/css/swiper.min.css HTTP/1.1" 200 17216
INFO 2019-06-25 03:38:05,526 basehttp 124 "GET /static/plugins/bootstrap-datepicker/css/bootstrap-datepicker.min.css HTTP/1.1" 200 15779
INFO 2019-06-25 03:38:05,527 basehttp 124 "GET /static/css/ihome/main.css HTTP/1.1" 200 224
INFO 2019-06-25 03:38:05,529 basehttp 124 "GET /static/css/ihome/index.css HTTP/1.1" 200 1909
INFO 2019-06-25 03:38:05,533 basehttp 124 "GET /static/plugins/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2019-06-25 03:38:05,535 basehttp 124 "GET /static/plugins/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 32644
INFO 2019-06-25 03:38:05,535 basehttp 124 "GET /static/plugins/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2019-06-25 03:38:05,536 basehttp 124 "GET /static/plugins/swiper/js/swiper.jquery.min.js HTTP/1.1" 200 68716
INFO 2019-06-25 03:38:05,536 basehttp 124 "GET /static/plugins/bootstrap-datepicker/locales/bootstrap-datepicker.zh-CN.min.js HTTP/1.1" 200 593
INFO 2019-06-25 03:38:05,537 basehttp 124 "GET /static/js/jquery.min.js HTTP/1.1" 200 95930
INFO 2019-06-25 03:38:05,537 basehttp 124 "GET /static/js/template.js HTTP/1.1" 200 5324
INFO 2019-06-25 03:38:05,543 basehttp 124 "GET /static/js/ihome/index.js HTTP/1.1" 200 4594
INFO 2019-06-25 03:38:05,543 basehttp 124 "GET /static/images/logo@128x59.png HTTP/1.1" 200 6068
INFO 2019-06-25 03:38:05,587 basehttp 124 "GET /static/plugins/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
WARNING 2019-06-25 03:38:05,610 base 152 Not Found: /api/v1.0/session
WARNING 2019-06-25 03:38:05,613 base 152 Not Found: /api/v1.0/houses/index
WARNING 2019-06-25 03:38:05,613 basehttp 124 "GET /api/v1.0/session HTTP/1.1" 404 1976
WARNING 2019-06-25 03:38:05,614 basehttp 124 "GET /api/v1.0/houses/index HTTP/1.1" 404 1991
WARNING 2019-06-25 03:38:05,616 base 152 Not Found: /api/v1.0/areas
WARNING 2019-06-25 03:38:05,617 basehttp 124 "GET /api/v1.0/areas HTTP/1.1" 404 1970
WARNING 2019-06-25 03:38:08,864 basehttp 124 "GET /static/plugins/swiper/js/maps/swiper.jquery.min.js.map HTTP/1.1" 404 1754
INFO 2019-06-25 03:38:08,867 basehttp 124 "GET /static/plugins/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 542194
WARNING 2019-06-25 03:38:12,534 base 152 Not Found: /register.html
WARNING 2019-06-25 03:38:12,534 basehttp 124 "GET /register.html HTTP/1.1" 404 1967
INFO 2019-06-25 03:38:14,841 basehttp 124 "GET /static/html/index.html HTTP/1.1" 200 6577
INFO 2019-06-25 03:38:14,853 basehttp 124 "GET /static/plugins/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2019-06-25 03:38:14,861 basehttp 124 "GET /static/css/reset.css HTTP/1.1" 200 435
INFO 2019-06-25 03:38:14,862 basehttp 124 "GET /static/plugins/bootstrap-datepicker/css/bootstrap-datepicker.min.css HTTP/1.1" 200 15779
INFO 2019-06-25 03:38:14,862 basehttp 124 "GET /static/css/ihome/main.css HTTP/1.1" 200 224
INFO 2019-06-25 03:38:14,862 basehttp 124 "GET /static/plugins/swiper/css/swiper.min.css HTTP/1.1" 200 17216
INFO 2019-06-25 03:38:14,863 basehttp 124 "GET /static/plugins/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 29062
INFO 2019-06-25 03:38:14,863 basehttp 124 "GET /static/css/ihome/index.css HTTP/1.1" 200 1909
INFO 2019-06-25 03:38:14,873 basehttp 124 "GET /static/plugins/bootstrap-datepicker/locales/bootstrap-datepicker.zh-CN.min.js HTTP/1.1" 200 593
INFO 2019-06-25 03:38:14,874 basehttp 124 "GET /static/plugins/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 32644
INFO 2019-06-25 03:38:14,875 basehttp 124 "GET /static/plugins/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2019-06-25 03:38:14,875 basehttp 124 "GET /static/js/jquery.min.js HTTP/1.1" 200 95930
INFO 2019-06-25 03:38:14,875 basehttp 124 "GET /static/js/template.js HTTP/1.1" 200 5324
INFO 2019-06-25 03:38:14,875 basehttp 124 "GET /static/plugins/swiper/js/swiper.jquery.min.js HTTP/1.1" 200 68716
INFO 2019-06-25 03:38:14,880 basehttp 124 "GET /static/js/ihome/index.js HTTP/1.1" 200 4594
INFO 2019-06-25 03:38:14,881 basehttp 124 "GET /static/images/logo@128x59.png HTTP/1.1" 200 6068
INFO 2019-06-25 03:38:14,881 basehttp 124 "GET /static/plugins/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
INFO 2019-06-25 03:38:14,921 basehttp 124 "GET /static/plugins/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 542194
WARNING 2019-06-25 03:38:14,939 base 152 Not Found: /api/v1.0/session
WARNING 2019-06-25 03:38:14,942 base 152 Not Found: /api/v1.0/houses/index
WARNING 2019-06-25 03:38:14,945 base 152 Not Found: /api/v1.0/areas
WARNING 2019-06-25 03:38:14,946 basehttp 124 "GET /api/v1.0/session HTTP/1.1" 404 1976
WARNING 2019-06-25 03:38:14,947 basehttp 124 "GET /api/v1.0/houses/index HTTP/1.1" 404 1991
WARNING 2019-06-25 03:38:14,950 basehttp 124 "GET /static/plugins/swiper/js/maps/swiper.jquery.min.js.map HTTP/1.1" 404 1754
WARNING 2019-06-25 03:38:14,951 basehttp 124 "GET /api/v1.0/areas HTTP/1.1" 404 1970
INFO 2019-06-25 03:38:40,531 basehttp 124 "GET /static/html/register.html HTTP/1.1" 200 3892
